id,question,answer,category,source,created_at
891,知恵は知恵でも使えない知恵のは？,チエ（知恵→知絵）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
892,知識は知識でも使えない知識のは？,チシキ（知識→地色）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
893,経験は経験でも活かせない経験のは？,ケイケン（経験→軽減）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
894,涙は涙でも拭えない涙のは？,ナミダ（涙→並田）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
895,汗は汗でも拭えない汗のは？,アセ（汗→焦）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
896,星は星でも数えられない星のは？,ホシ（星→干し）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
897,数は数でも数えられない数のは？,カズ（数→数→和ず）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
898,音は音でも聞こえない音のは？,オト（音→弟）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
899,光は光でも見えない光のは？,ヒカリ（光→日借り）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
900,影は影でも踏めない影のは？,カゲ（影→陰）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
901,色は色でも見えない色のは？,イロ（色→倚炉）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
902,形は形でも見えない形のは？,カタチ（形→型地）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
903,大きさは大きさでも測れない大きさのは？,オオキサ（大きさ→大きさ→置きさ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
904,重さは重さでも測れない重さのは？,オモサ（重さ→主さ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
905,長さは長さでも測れない長さのは？,ナガサ（長さ→永さ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
906,深さは深さでも測れない深さのは？,フカサ（深さ→深さ→深さ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
907,高さは高さでも測れない高さのは？,タカサ（高さ→高高→鷹さ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
908,入口と出口の間にある漢字一文字は？,口（入口も出口も「口」が入っている）,言葉遊び,generated,2026-06-22 10:33:05
909,入口と出口の間にあるのに通れないものは？,入口と出口の間の壁,言葉遊び,generated,2026-06-22 10:33:05
910,学校の門を入って最初に見るものは？,校舎（こうしゃ）,言葉遊び,generated,2026-06-22 10:33:05
911,教室のドアを開けて最初に見えるものは？,黒板（こくばん）,言葉遊び,generated,2026-06-22 10:33:05
912,黒板に書かれた字を消すものは？,黒板消し（こくばんけし）,言葉遊び,generated,2026-06-22 10:33:05
913,チョークの白い粉がついた手で触ると真っ黒になるものは？,黒板（黒板に白いチョークで書く）,言葉遊び,generated,2026-06-22 10:33:05
914,「教科書」を漢字で分解すると何と何？,教科＋書（きょうか＋しょ）,言葉遊び,generated,2026-06-22 10:33:05
915,「筆箱」の中に絶対に入っていないものは？,筆箱自体（筆箱の中に筆箱は入っていない）,言葉遊び,generated,2026-06-22 10:33:05
916,消しゴムで消せないものは？,記憶（きおく）,言葉遊び,generated,2026-06-22 10:33:05
917,鉛筆で書けるけれどペンでは書けないものは？,鉛筆の跡（下書き）,言葉遊び,generated,2026-06-22 10:33:05
918,定規で測れるけれど手では測れないものは？,正確な長さ（手は不正確）,言葉遊び,generated,2026-06-22 10:33:05
919,コンパスで描けるけれど手では描けないものは？,完璧な円（完璧な円は手書きでは難しい）,言葉遊び,generated,2026-06-22 10:33:05
920,のりで貼れるけれど水では貼れないものは？,紙（水だけでは紙は貼れない）,言葉遊び,generated,2026-06-22 10:33:05
921,はさみで切れるけれど手では切れないものは？,まっすぐな線（手で切るとガタガタ）,言葉遊び,generated,2026-06-22 10:33:05
922,カッターで切れるけれどはさみでは切りにくいものは？,段ボール（厚いもの）,言葉遊び,generated,2026-06-22 10:33:05
923,ホッチキスで留められるけれど手では留められないものは？,紙の束（手では留められない）,言葉遊び,generated,2026-06-22 10:33:05
924,クリップで留められるけれど輪ゴムでは留められないものは？,厚い書類の束,言葉遊び,generated,2026-06-22 10:33:05
925,セロハンテープで貼れるけれどガムテープでは貼れないものは？,薄い紙（セロテープの方が優しい）,言葉遊び,generated,2026-06-22 10:33:05
926,「先輩」と「後輩」の間にいる人は？,同級生（同じ学年）,言葉遊び,generated,2026-06-22 10:33:05
927,「父」と「母」の間にいる人は？,子ども（父母の間の子供）,言葉遊び,generated,2026-06-22 10:33:05
928,「兄」と「弟」の間にいる人は？,姉／妹（兄弟姉妹の間）,言葉遊び,generated,2026-06-22 10:33:05
929,「先生」と「生徒」の間にいる人は？,校長先生（学校のトップ）,言葉遊び,generated,2026-06-22 10:33:05
930,「右」と「左」の間にあるものは？,真ん中／中心,言葉遊び,generated,2026-06-22 10:33:05
931,「前」と「後ろ」の間にあるものは？,現在（いま）,言葉遊び,generated,2026-06-22 10:33:05
932,「上」と「下」の間にあるものは？,中間（ちゅうかん）,言葉遊び,generated,2026-06-22 10:33:05
933,「高い」と「低い」の間にあるものは？,普通（ふつう）,言葉遊び,generated,2026-06-22 10:33:05
934,「暑い」と「寒い」の間にあるものは？,暖かい（あたたかい）／涼しい（すずしい）,言葉遊び,generated,2026-06-22 10:33:05
935,「甘い」と「辛い」の間にあるものは？,しょっぱい（塩味）,言葉遊び,generated,2026-06-22 10:33:05
936,「明るい」と「暗い」の間にあるものは？,薄暗い（うすぐらい）,言葉遊び,generated,2026-06-22 10:33:05
937,「太い」と「細い」の間にあるものは？,中くらい（ちゅうくらい）,言葉遊び,generated,2026-06-22 10:33:05
938,「多い」と「少ない」の間にあるものは？,普通（ふつう）,言葉遊び,generated,2026-06-22 10:33:05
939,重いと軽いの間でバランスを取る道具は？,天秤（てんびん）／はかり,言葉遊び,generated,2026-06-22 10:33:05
940,遠いと近いの間にある距離感は？,中間距離（ちゅうかんきょり）,言葉遊び,generated,2026-06-22 10:33:05
941,「飲む」と「食べる」の間にある動作は？,すする（汁物をすする）,言葉遊び,generated,2026-06-22 10:33:05
942,「歩く」と「走る」の間にある動きは？,早歩き（はやあるき）,言葉遊び,generated,2026-06-22 10:33:05
943,「話す」と「聞く」の間にある動作は？,通訳（つうやく）,言葉遊び,generated,2026-06-22 10:33:05
944,「書く」と「読む」の間にある動作は？,編集（へんしゅう）,言葉遊び,generated,2026-06-22 10:33:05
945,「見る」と「触る」の間にある感覚は？,熱さ／冷たさ（見て触らずに感じる温度）,言葉遊び,generated,2026-06-22 10:33:05
946,「買う」と「売る」の間にある人は？,仲介人（ちゅうかいにん）／店員,言葉遊び,generated,2026-06-22 10:33:05
947,「貸す」と「借りる」の間にあるものは？,お金／物（貸し借りの対象）,言葉遊び,generated,2026-06-22 10:33:05
948,右手でできるのに左手ではできないことは？,左手で握手する（右手で左手を握るけど、左手で左手を握れない）,ひっかけ,generated,2026-06-22 10:33:05
949,右手で持って左手で渡すものは？,お箸（右手で箸を持って左手で茶碗を持つが、渡すのは茶碗）,ひっかけ,generated,2026-06-22 10:33:05
950,目を開けて見えないものは？,自分のまぶた（目を開けているとまぶたは見えない）,ひっかけ,generated,2026-06-22 10:33:05
951,目を閉じて見えるものは？,暗闇（目を閉じると暗闇が見える）,ひっかけ,generated,2026-06-22 10:33:05
952,口を開けて食べられないものは？,空気（口を開けても空気は食べ物じゃない）,ひっかけ,generated,2026-06-22 10:33:05
953,口を閉じて話せる言葉は？,んー（唸り声）,ひっかけ,generated,2026-06-22 10:33:05
954,鼻で息をしながら口でできることは？,話す（鼻呼吸しながら話せる）,ひっかけ,generated,2026-06-22 10:33:05
955,耳を澄ませば聞こえるのに、耳を塞ぐと聞こえなくなる音は？,周りの音（当たり前）,ひっかけ,generated,2026-06-22 10:33:05
956,手を叩けば出る音は？,拍手（はくしゅ）,ひっかけ,generated,2026-06-22 10:33:05
957,足を踏めば出る音は？,足音（あしおと）,ひっかけ,generated,2026-06-22 10:33:05
958,指を鳴らせば出る音は？,フィンガースナップ,ひっかけ,generated,2026-06-22 10:33:05
959,口笛で吹けるのに歌では出せない音は？,鳥のさえずりの真似（口笛で鳥の声を真似できる）,ひっかけ,generated,2026-06-22 10:33:05
960,目で見るより耳で聞いたほうが早くわかることは？,危険の接近（耳の方が早く察知する）,ひっかけ,generated,2026-06-22 10:33:05
961,鼻で嗅ぐより目で見たほうが早くわかることは？,距離（匂いより目で距離を測る方が早い）,ひっかけ,generated,2026-06-22 10:33:05
962,手で触るより目で見たほうが正確なことは？,色（手で触っても色はわからない）,ひっかけ,generated,2026-06-22 10:33:05
963,舌で味わうより鼻で嗅いだほうがよくわかることは？,香り（味のほとんどは香りで決まる）,ひっかけ,generated,2026-06-22 10:33:05
964,体で感じるより心で感じるほうが強いものは？,愛情（こころのつながり）,ひっかけ,generated,2026-06-22 10:33:05
965,朝は2本足で昼は1本足で夜はまた2本足で歩くものは？,人間（朝＝両足、昼＝片足で立つことはない）→これは有名なスフィンクスのなぞなぞのパロディ,ひっかけ,generated,2026-06-22 10:33:05
966,1度に2つのことができる動物は？,人間（歩きながら話すなどマルチタスク）,ひっかけ,generated,2026-06-22 10:33:05
967,自分では動けないのに人を運べるものは？,エスカレーター／エレベーター,ひっかけ,generated,2026-06-22 10:33:05
968,自分では話せないのに人の話を伝えられるものは？,電話／手紙,ひっかけ,generated,2026-06-22 10:33:05
969,自分では見えないのに人の目になれるものは？,メガネ／コンタクト,ひっかけ,generated,2026-06-22 10:33:05
970,自分では歩けないのに人の足になれるものは？,車椅子／杖,ひっかけ,generated,2026-06-22 10:33:05
971,自分では聞こえないのに人の耳になれるものは？,補聴器,ひっかけ,generated,2026-06-22 10:33:05
972,自分では覚えられないのに人の記憶になれるものは？,メモ／ノート,ひっかけ,generated,2026-06-22 10:33:05
973,自分では歌えないのに人の声を録音できるものは？,録音機／ICレコーダー,ひっかけ,generated,2026-06-22 10:33:05
974,自分では書けないのに人の字を写せるものは？,コピー機／プリンター,ひっかけ,generated,2026-06-22 10:33:05
975,自分では計算できないのに人の計算になれるものは？,電卓／計算機,ひっかけ,generated,2026-06-22 10:33:05
976,自分では決められないのに人の決断になれるものは？,占い／おみくじ,ひっかけ,generated,2026-06-22 10:33:05
977,鉛筆とかけて親子関係と解く。その心は？,どちらも芯（心）が大事,なぞかけ,generated,2026-06-22 10:33:05
978,消しゴムとかけて謝罪会見と解く。その心は？,どちらも後から間違いを消そうとする,なぞかけ,generated,2026-06-22 10:33:05
979,赤ペンとかけて先生と解く。その心は？,どちらも間違いを見つけるのが仕事,なぞかけ,generated,2026-06-22 10:33:05
980,ランドセルとかけて思い出と解く。その心は？,どちらも6年間背負う,なぞかけ,generated,2026-06-22 10:33:05
981,夏休みとかけて夢と解く。その心は？,どちらも終わるのが早い,なぞかけ,generated,2026-06-22 10:33:05
982,冬休みとかけて貯金と解く。その心は？,どちらも短い,なぞかけ,generated,2026-06-22 10:33:05
983,入学式とかけて出会いと解く。その心は？,どちらも新しい始まり,なぞかけ,generated,2026-06-22 10:33:05
984,卒業式とかけて別れと解く。その心は？,どちらも新しい旅立ち,なぞかけ,generated,2026-06-22 10:33:05
985,運動会とかけて人生と解く。その心は？,どちらも順位がつく,なぞかけ,generated,2026-06-22 10:33:05
986,文化祭とかけて創作と解く。その心は？,どちらも準備が大変,なぞかけ,generated,2026-06-22 10:33:05
987,修学旅行とかけて青春と解く。その心は？,どちらも一生の思い出,なぞかけ,generated,2026-06-22 10:33:05
988,遠足とかけて冒険と解く。その心は？,どちらも地図を見ながら進む,なぞかけ,generated,2026-06-22 10:33:05
989,給食とかけて宝箱と解く。その心は？,どちらの中身は当日までわからない,なぞかけ,generated,2026-06-22 10:33:05
990,放課後とかけて自由時間と解く。その心は？,どちらも限られているから貴重,なぞかけ,generated,2026-06-22 10:33:05
991,宿題とかけて借金と解く。その心は？,どちらも溜めると大変,なぞかけ,generated,2026-06-22 10:33:05
992,試験とかけて緊張と解く。その心は？,どちらも手に汗握る,なぞかけ,generated,2026-06-22 10:33:05
993,通知表とかけて鏡と解く。その心は？,どちらに自分の姿が映る,なぞかけ,generated,2026-06-22 10:33:05
994,家庭訪問とかけてドッキリと解く。その心は？,どちらも事前に知らされると緊張する,なぞかけ,generated,2026-06-22 10:33:05
995,「百」から「一」を引くとできる漢字は？,白（百の上の一を取ると白）,漢字なぞなぞ,generated,2026-06-22 10:33:05
996,「千」から「一」を引くと？,十（千の上の一を引くと十に見える）,漢字なぞなぞ,generated,2026-06-22 10:33:05
997,「万」から「一」を引くと？,「万」から一画引くと「刀」にも「方」にも見える,漢字なぞなぞ,generated,2026-06-22 10:33:05
998,「大」に点を打つと？,犬（大に点で犬）,漢字なぞなぞ,generated,2026-06-22 10:33:05
999,「犬」から点を取ると？,大（犬から点を取ると大）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1000,「木」に一本足すとできる漢字は？,本（木に一本棒を足すと本）／末（木の先に一線）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1001,「木」に二本足すと？,林（木＋木）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1002,「木」に三本足すと？,森（木＋木＋木）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1003,「口」に棒を一本入れると？,日（口に横棒）／中（口に縦棒）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1004,「口」に棒を二本入れると？,目（口に横棒二本）／田（口に十字）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1005,「口」に棒を三本入れると？,罒（あみがしら）／田に横棒一本→「由」,漢字なぞなぞ,generated,2026-06-22 10:33:05
1006,「日」に棒を一本足すと？,旧（日に縦棒）／旦（日の下に横棒）／百（日＋一）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1007,「月」に棒を一本足すと？,用（月に縦棒）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1008,「火」に棒を一本足すと？,?（火に棒一本は難しい）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1009,「山」に棒を一本足すと？,出（山＋山＝出という解釈もあるが、実際は山＋山ではない）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1010,「王」に点を打つと？,玉（王に点で玉）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1011,「玉」から点を取ると？,王（玉から点を取ると王）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1012,「土」に一本足すと？,王（土に横棒一本で王になるわけではない→土の上に一で「王」？いや「王」は三＋一）,漢字なぞなぞ,generated,2026-06-22 10:33:05
1013,寝る前に必ずすることは？,目を閉じる,あるある,generated,2026-06-22 10:33:05
1014,起きたら必ずすることは？,目を開ける,あるある,generated,2026-06-22 10:33:05
1015,トイレに入る前に必ずすることは？,ドアを閉める（入る前に閉める？→間違えた。入ってから閉める）,あるある,generated,2026-06-22 10:33:05
1016,トイレから出たら必ずすることは？,手を洗う,あるある,generated,2026-06-22 10:33:05
1017,電話がかかってきたら必ずすることは？,出る（かけてきた電話に出る）,あるある,generated,2026-06-22 10:33:05
1018,メールが来たら必ずすることは？,読む（メールを開いて読む）,あるある,generated,2026-06-22 10:33:05
1019,お風呂に入ったら必ずすることは？,体を洗う,あるある,generated,2026-06-22 10:33:05
1020,ご飯を食べる前に必ずすることは？,手を洗う,あるある,generated,2026-06-22 10:33:05
1021,外から帰ったら必ずすることは？,手を洗う,あるある,generated,2026-06-22 10:33:05
1022,くしゃみをしたら必ず言うことは？,「失礼しました」／「誰かが噂してる」,あるある,generated,2026-06-22 10:33:05
1023,あくびが出たら必ず言うことは？,「失礼」／「眠いなー」,あるある,generated,2026-06-22 10:33:05
1024,つまずいたら必ず言うことは？,「あっ」／「いてっ」,あるある,generated,2026-06-22 10:33:05
1025,ぶつかったら必ず言うことは？,「すみません」,あるある,generated,2026-06-22 10:33:05
1026,落としたら必ず言うことは？,「あっ」,あるある,generated,2026-06-22 10:33:05
1027,忘れたら必ず言うことは？,「しまった」,あるある,generated,2026-06-22 10:33:05
1028,遅刻したら必ず言うことは？,「すみません」,あるある,generated,2026-06-22 10:33:05
1029,褒められたら必ず言うことは？,「ありがとうございます」,あるある,generated,2026-06-22 10:33:05
1030,謝られたら必ず言うことは？,「いいえ、大丈夫です」,あるある,generated,2026-06-22 10:33:05
1031,プレゼントをもらったら必ず言うことは？,「ありがとう」,あるある,generated,2026-06-22 10:33:05
1032,「100」のことを別の言い方で言うと？,百（ひゃく）,数字・記号,generated,2026-06-22 10:33:05
1033,「1000」のことを別の言い方で言うと？,千（せん）,数字・記号,generated,2026-06-22 10:33:05
1034,「10000」のことを別の言い方で言うと？,万（まん）,数字・記号,generated,2026-06-22 10:33:05
1035,「0」ということばが二つでできる言葉は？,ゼロゼロ→零零→霊霊→れいれい,数字・記号,generated,2026-06-22 10:33:05
1036,「1」と「0」でできる言葉は？,10（じゅう）／01（これは数字じゃない）,数字・記号,generated,2026-06-22 10:33:05
1037,「1」と「0」と「0」でできる言葉は？,100（ひゃく）,数字・記号,generated,2026-06-22 10:33:05
1038,「2」と「0」と「0」でできる言葉は？,200（にひゃく）,数字・記号,generated,2026-06-22 10:33:05
1039,数字の「3」を横に倒すと見えるアルファベットは？,E（横向きの3はEに見える）,数字・記号,generated,2026-06-22 10:33:05
1040,数字の「4」を横に倒すと見えるアルファベットは？,h（4を横に倒すとhに見える）,数字・記号,generated,2026-06-22 10:33:05
1041,数字の「6」を逆さまにすると見える数字は？,9,数字・記号,generated,2026-06-22 10:33:05
1042,数字の「9」を逆さまにすると見える数字は？,6,数字・記号,generated,2026-06-22 10:33:05
1043,数字の「8」を縦に半分に切ると見える数字は？,3（8の左半分は3の形）,数字・記号,generated,2026-06-22 10:33:05
1044,数字の「8」を横に半分に切ると見える記号は？,∞（横にすると無限記号）,数字・記号,generated,2026-06-22 10:33:05
1045,「∞」を縦にすると見える数字は？,8（∞を縦にすると8）,数字・記号,generated,2026-06-22 10:33:05
1046,「1000」から「1」を引くと？,999（千から一を引くと九百九十九）,数字・記号,generated,2026-06-22 10:33:05
1047,「999」に「1」を足すと？,1000（九百九十九に一を足すと千）,数字・記号,generated,2026-06-22 10:33:05
